Period;Year;BookId;AccountId;AccountName;DocumentId;ConceptId;NumberId;LocationId;Date;Debito;Credito;ClientId;ClientName;CostCenterId;BusinessId;ProjectId;BaseRetention;Value1;Module;Observation;Invoice;CheckNumber;State;RowId;Nature;Conciliate;CurrencyId;CostCenterName;EntryId;SourceId;Contractor
5;2026;0;72056901;APORTES ENTIDADES PROMOTORAS SALUD EPS;AP ;AP ;4;1;31/05/2026 00:00:00;230300,0000;0,0000;700000004;Empleado 4;2001;0;1030;0,0000;260,0000;N;;;;P;11;D;;0;WAREHOUSE;900001004;0;False
5;2026;0;72057001;APORTES A FONDOS DE PENSIONES Y/O CESANTIAS;AP ;AP ;4;1;31/05/2026 00:00:00;325100,0000;0,0000;700000004;Empleado 4;2001;0;1030;0,0000;260,0000;N;;;;P;12;D;;0;WAREHOUSE;900001004;0;False
5;2026;0;72050101;SUELDOS Y SALARIOS;AP ;AP ;5;1;31/05/2026 00:00:00;2671026,0000;0,0000;700000005;Empleado 5;2001;0;1030;0,0000;547,0000;N;;;;P;13;D;;0;WAREHOUSE;900001005;0;False
5;2026;0;72056901;APORTES ENTIDADES PROMOTORAS SALUD EPS;AP ;AP ;5;1;31/05/2026 00:00:00;227000,0000;0,0000;700000005;Empleado 5;2001;0;1030;0,0000;547,0000;N;;;;P;14;D;;0;WAREHOUSE;900001005;0;False
5;2026;0;72057001;APORTES A FONDOS DE PENSIONES Y/O CESANTIAS;AP ;AP ;5;1;31/05/2026 00:00:00;320500,0000;0,0000;700000005;Empleado 5;2001;0;1030;0,0000;547,0000;N;;;;P;15;D;;0;WAREHOUSE;900001005;0;False
5;2026;0;72050101;SUELDOS Y SALARIOS;AP ;AP ;6;1;31/05/2026 00:00:00;1515998,0000;0,0000;700000006;Empleado 6;2001;0;1030;0,0000;831,0000;N;;;;P;16;D;;0;WAREHOUSE;900001006;0;False
5;2026;0;72056901;APORTES ENTIDADES PROMOTORAS SALUD EPS;AP ;AP ;6;1;31/05/2026 00:00:00;128900,0000;0,0000;700000006;Empleado 6;2001;0;1030;0,0000;831,0000;N;;;;P;17;D;;0;WAREHOUSE;900001006;0;False
5;2026;0;72057001;APORTES A FONDOS DE PENSIONES Y/O CESANTIAS;AP ;AP ;6;1;31/05/2026 00:00:00;181900,0000;0,0000;700000006;Empleado 6;2001;0;1030;0,0000;831,0000;N;;;;P;18;D;;0;WAREHOUSE;900001006;0;False
5;2026;0;72050101;SUELDOS Y SALARIOS;AP ;AP ;7;1;31/05/2026 00:00:00;3738068,0000;0,0000;700000007;Empleado 7;2001;0;1030;0,0000;504,0000;N;;;;P;19;D;;0;WAREHOUSE;900001007;0;False
5;2026;0;72056901;APORTES ENTIDADES PROMOTORAS SALUD EPS;AP ;AP ;7;1;31/05/2026 00:00:00;317700,0000;0,0000;700000007;Empleado 7;2001;0;1030;0,0000;504,0000;N;;;;P;20;D;;0;WAREHOUSE;900001007;0;False
5;2026;0;72057001;APORTES A FONDOS DE PENSIONES Y/O CESANTIAS;AP ;AP ;7;1;31/05/2026 00:00:00;448600,0000;0,0000;700000007;Empleado 7;2001;0;1030;0,0000;504,0000;N;;;;P;21;D;;0;WAREHOUSE;900001007;0;False
5;2026;0;72050101;SUELDOS Y SALARIOS;AP ;AP ;8;1;31/05/2026 00:00:00;4455935,0000;0,0000;700000008;Empleado 8;2001;0;1030;0,0000;440,0000;N;;;;P;22;D;;0;WAREHOUSE;900001008;0;False
5;2026;0;72056901;APORTES ENTIDADES PROMOTORAS SALUD EPS;AP ;AP ;8;1;31/05/2026 00:00:00;378800,0000;0,0000;700000008;Empleado 8;2001;0;1030;0,0000;440,0000;N;;;;P;23;D;;0;WAREHOUSE;900001008;0;False
5;2026;0;72057001;APORTES A FONDOS DE PENSIONES Y/O CESANTIAS;AP ;AP ;8;1;31/05/2026 00:00:00;534700,0000;0,0000;700000008;Empleado 8;2001;0;1030;0,0000;440,0000;N;;;;P;24;D;;0;WAREHOUSE;900001008;0;False
5;2026;0;72050101;SUELDOS Y SALARIOS;AP ;AP ;9;1;31/05/2026 00:00:00;3425118,0000;0,0000;700000009;Empleado 9;2001;0;1030;0,0000;134,0000;N;;;;P;25;D;;0;WAREHOUSE;900001009;0;False
5;2026;0;72056901;APORTES ENTIDADES PROMOTORAS SALUD EPS;AP ;AP ;9;1;31/05/2026 00:00:00;291100,0000;0,0000;700000009;Empleado 9;2001;0;1030;0,0000;134,0000;N;;;;P;26;D;;0;WAREHOUSE;900001009;0;False
5;2026;0;72057001;APORTES A FONDOS DE PENSIONES Y/O CESANTIAS;AP ;AP ;9;1;31/05/2026 00:00:00;411000,0000;0,0000;700000009;Empleado 9;2001;0;1030;0,0000;134,0000;N;;;;P;27;D;;0;WAREHOUSE;900001009;0;False
5;2026;0;72050101;SUELDOS Y SALARIOS;AP ;AP ;10;1;31/05/2026 00:00:00;2103608,0000;0,0000;700000010;Empleado 10;2001;0;1030;0,0000;971,0000;N;;;;P;28;D;;0;WAREHOUSE;900001010;0;False
5;2026;0;72056901;APORTES ENTIDADES PROMOTORAS SALUD EPS;AP ;AP ;10;1;31/05/2026 00:00:00;178800,0000;0,0000;700000010;Empleado 10;2001;0;1030;0,0000;971,0000;N;;;;P;29;D;;0;WAREHOUSE;900001010;0;False
5;2026;0;72057001;APORTES A FONDOS DE PENSIONES Y/O CESANTIAS;AP ;AP ;10;1;31/05/2026 00:00:00;252400,0000;0,0000;700000010;Empleado 10;2001;0;1030;0,0000;971,0000;N;;;;P;30;D;;0;WAREHOUSE;900001010;0;False
5;2026;0;72050101;SUELDOS Y SALARIOS;AP ;AP ;11;1;31/05/2026 00:00:00;5754331,0000;0,0000;700000011;Empleado 11;2001;0;1045;0,0000;339,0000;N;;;;P;31;D;;0;WAREHOUSE;900001011;0;False
5;2026;0;72056901;APORTES ENTIDADES PROMOTORAS SALUD EPS;AP ;AP ;11;1;31/05/2026 00:00:00;489100,0000;0,0000;700000011;Empleado 11;2001;0;1045;0,0000;339,0000;N;;;;P;32;D;;0;WAREHOUSE;900001011;0;False
5;2026;0;72057001;APORTES A FONDOS DE PENSIONES Y/O CESANTIAS;AP ;AP ;11;1;31/05/2026 00:00:00;690500,0000;0,0000;700000011;Empleado 11;2001;0;1045;0,0000;339,0000;N;;;;P;33;D;;0;WAREHOUSE;900001011;0;False
5;2026;0;72050101;SUELDOS Y SALARIOS;AP ;AP ;12;1;31/05/2026 00:00:00;5851396,0000;0,0000;700000012;Empleado 12;2001;0;1045;0,0000;480,0000;N;;;;P;34;D;;0;WAREHOUSE;900001012;0;False
5;2026;0;72056901;APORTES ENTIDADES PROMOTORAS SALUD EPS;AP ;AP ;12;1;31/05/2026 00:00:00;497400,0000;0,0000;700000012;Empleado 12;2001;0;1045;0,0000;480,0000;N;;;;P;35;D;;0;WAREHOUSE;900001012;0;False
5;2026;0;72057001;APORTES A FONDOS DE PENSIONES Y/O CESANTIAS;AP ;AP ;12;1;31/05/2026 00:00:00;702200,0000;0,0000;700000012;Empleado 12;2001;0;1045;0,0000;480,0000;N;;;;P;36;D;;0;WAREHOUSE;900001012;0;False
5;2026;0;72050101;SUELDOS Y SALARIOS;AP ;AP ;13;1;31/05/2026 00:00:00;1669972,0000;0,0000;700000013;Empleado 13;2001;0;1045;0,0000;495,0000;N;;;;P;37;D;;0;WAREHOUSE;900001013;0;False
5;2026;0;72056901;APORTES ENTIDADES PROMOTORAS SALUD EPS;AP ;AP ;13;1;31/05/2026 00:00:00;141900,0000;0,0000;700000013;Empleado 13;2001;0;1045;0,0000;495,0000;N;;;;P;38;D;;0;WAREHOUSE;900001013;0;False
5;2026;0;72057001;APORTES A FONDOS DE PENSIONES Y/O CESANTIAS;AP ;AP ;13;1;31/05/2026 00:00:00;200400,0000;0,0000;700000013;Empleado 13;2001;0;1045;0,0000;495,0000;N;;;;P;39;D;;0;WAREHOUSE;900001013;0;False
5;2026;0;72050101;SUELDOS Y SALARIOS;AP ;AP ;14;1;31/05/2026 00:00:00;4544995,0000;0,0000;700000014;Empleado 14;2001;0;1045;0,0000;739,0000;N;;;;P;40;D;;0;WAREHOUSE;900001014;0;False
5;2026;0;72056901;APORTES ENTIDADES PROMOTORAS SALUD EPS;AP ;AP ;14;1;31/05/2026 00:00:00;386300,0000;0,0000;700000014;Empleado 14;2001;0;1045;0,0000;739,0000;N;;;;P;41;D;;0;WAREHOUSE;900001014;0;False
5;2026;0;72057001;APORTES A FONDOS DE PENSIONES Y/O CESANTIAS;AP ;AP ;14;1;31/05/2026 00:00:00;545400,0000;0,0000;700000014;Empleado 14;2001;0;1045;0,0000;739,0000;N;;;;P;42;D;;0;WAREHOUSE;900001014;0;False
5;2026;0;72050101;SUELDOS Y SALARIOS;AP ;AP ;15;1;31/05/2026 00:00:00;4659411,0000;0,0000;700000015;Empleado 15;2001;0;1045;0,0000;632,0000;N;;;;P;43;D;;0;WAREHOUSE;900001015;0;False
5;2026;0;72056901;APORTES ENTIDADES PROMOTORAS SALUD EPS;AP ;AP ;15;1;31/05/2026 00:00:00;396000,0000;0,0000;700000015;Empleado 15;2001;0;1045;0,0000;632,0000;N;;;;P;44;D;;0;WAREHOUSE;900001015;0;False
5;2026;0;72057001;APORTES A FONDOS DE PENSIONES Y/O CESANTIAS;AP ;AP ;15;1;31/05/2026 00:00:00;559100,0000;0,0000;700000015;Empleado 15;2001;0;1045;0,0000;632,0000;N;;;;P;45;D;;0;WAREHOUSE;900001015;0;False
5;2026;0;72050101;SUELDOS Y SALARIOS;AP ;AP ;16;1;31/05/2026 00:00:00;2412593,0000;0,0000;700000019;Empleado 19;2002;0;2210;0,0000;373,0000;N;;;;P;46;D;;0;FIRST MILE;900001016;0;False
5;2026;0;72056901;APORTES ENTIDADES PROMOTORAS SALUD EPS;AP ;AP ;16;1;31/05/2026 00:00:00;205100,0000;0,0000;700000019;Empleado 19;2002;0;2210;0,0000;373,0000;N;;;;P;47;D;;0;FIRST MILE;900001016;0;False
5;2026;0;72057001;APORTES A FONDOS DE PENSIONES Y/O CESANTIAS;AP ;AP ;16;1;31/05/2026 00:00:00;289500,0000;0,0000;700000019;Empleado 19;2002;0;2210;0,0000;373,0000;N;;;;P;48;D;;0;FIRST MILE;900001016;0;False
5;2026;0;72050101;SUELDOS Y SALARIOS;AP ;AP ;17;1;31/05/2026 00:00:00;3592427,0000;0,0000;700000020;Empleado 20;2002;0;2210;0,0000;429,0000;N;;;;P;49;D;;0;FIRST MILE;900001017;0;False
5;2026;0;72056901;APORTES ENTIDADES PROMOTORAS SALUD EPS;AP ;AP ;17;1;31/05/2026 00:00:00;305400,0000;0,0000;700000020;Empleado 20;2002;0;2210;0,0000;429,0000;N;;;;P;50;D;;0;FIRST MILE;900001017;0;False
5;2026;0;72057001;APORTES A FONDOS DE PENSIONES Y/O CESANTIAS;AP ;AP ;17;1;31/05/2026 00:00:00;431100,0000;0,0000;700000020;Empleado 20;2002;0;2210;0,0000;429,0000;N;;;;P;51;D;;0;FIRST MILE;900001017;0;False
5;2026;0;72050101;SUELDOS Y SALARIOS;AP ;AP ;18;1;31/05/2026 00:00:00;5891909,0000;0,0000;700000021;Empleado 21;2002;0;2210;0,0000;273,0000;N;;;;P;52;D;;0;FIRST MILE;900001018;0;False
5;2026;0;72056901;APORTES ENTIDADES PROMOTORAS SALUD EPS;AP ;AP ;18;1;31/05/2026 00:00:00;500800,0000;0,0000;700000021;Empleado 21;2002;0;2210;0,0000;273,0000;N;;;;P;53;D;;0;FIRST MILE;900001018;0;False
5;2026;0;72057001;APORTES A FONDOS DE PENSIONES Y/O CESANTIAS;AP ;AP ;18;1;31/05/2026 00:00:00;707000,0000;0,0000;700000021;Empleado 21;2002;0;2210;0,0000;273,0000;N;;;;P;54;D;;0;FIRST MILE;900001018;0;False
5;2026;0;72050101;SUELDOS Y SALARIOS;AP ;AP ;19;1;31/05/2026 00:00:00;1634232,0000;0,0000;700000022;Empleado 22;2002;0;2210;0,0000;970,0000;N;;;;P;55;D;;0;FIRST MILE;900001019;0;False
5;2026;0;72056901;APORTES ENTIDADES PROMOTORAS SALUD EPS;AP ;AP ;19;1;31/05/2026 00:00:00;138900,0000;0,0000;700000022;Empleado 22;2002;0;2210;0,0000;970,0000;N;;;;P;56;D;;0;FIRST MILE;900001019;0;False
5;2026;0;72057001;APORTES A FONDOS DE PENSIONES Y/O CESANTIAS;AP ;AP ;19;1;31/05/2026 00:00:00;196100,0000;0,0000;700000022;Empleado 22;2002;0;2210;0,0000;970,0000;N;;;;P;57;D;;0;FIRST MILE;900001019;0;False
5;2026;0;72050101;SUELDOS Y SALARIOS;AP ;AP ;20;1;31/05/2026 00:00:00;4699985,0000;0,0000;700000023;Empleado 23;2002;0;2210;0,0000;751,0000;N;;;;P;58;D;;0;FIRST MILE;900001020;0;False
5;2026;0;72056901;APORTES ENTIDADES PROMOTORAS SALUD EPS;AP ;AP ;20;1;31/05/2026 00:00:00;399500,0000;0,0000;700000023;Empleado 23;2002;0;2210;0,0000;751,0000;N;;;;P;59;D;;0;FIRST MILE;900001020;0;False
5;2026;0;72057001;APORTES A FONDOS DE PENSIONES Y/O CESANTIAS;AP ;AP ;20;1;31/05/2026 00:00:00;564000,0000;0,0000;700000023;Empleado 23;2002;0;2210;0,0000;751,0000;N;;;;P;60;D;;0;FIRST MILE;900001020;0;False
5;2026;0;72050101;SUELDOS Y SALARIOS;AP ;AP ;21;1;31/05/2026 00:00:00;1742568,0000;0,0000;700000024;Empleado 24;2002;0;2210;0,0000;687,0000;N;;;;P;61;D;;0;FIRST MILE;900001021;0;False
5;2026;0;72056901;APORTES ENTIDADES PROMOTORAS SALUD EPS;AP ;AP ;21;1;31/05/2026 00:00:00;148100,0000;0,0000;700000024;Empleado 24;2002;0;2210;0,0000;687,0000;N;;;;P;62;D;;0;FIRST MILE;900001021;0;False
5;2026;0;72057001;APORTES A FONDOS DE PENSIONES Y/O CESANTIAS;AP ;AP ;21;1;31/05/2026 00:00:00;209100,0000;0,0000;700000024;Empleado 24;2002;0;2210;0,0000;687,0000;N;;;;P;63;D;;0;FIRST MILE;900001021;0;False
5;2026;0;72050101;SUELDOS Y SALARIOS;AP ;AP ;22;1;31/05/2026 00:00:00;4342094,0000;0,0000;700000025;Empleado 25;2002;0;2210;0,0000;642,0000;N;;;;P;64;D;;0;FIRST MILE;900001022;0;False
5;2026;0;72056901;APORTES ENTIDADES PROMOTORAS SALUD EPS;AP ;AP ;22;1;31/05/2026 00:00:00;369100,0000;0,0000;700000025;Empleado 25;2002;0;2210;0,0000;642,0000;N;;;;P;65;D;;0;FIRST MILE;900001022;0;False
5;2026;0;72057001;APORTES A FONDOS DE PENSIONES Y/O CESANTIAS;AP ;AP ;22;1;31/05/2026 00:00:00;521100,0000;0,0000;700000025;Empleado 25;2002;0;2210;0,0000;642,0000;N;;;;P;66;D;;0;FIRST MILE;900001022;0;False
5;2026;0;72050101;SUELDOS Y SALARIOS;AP ;AP ;23;1;31/05/2026 00:00:00;1891669,0000;0,0000;700000026;Empleado 26;2002;0;2210;0,0000;383,0000;N;;;;P;67;D;;0;FIRST MILE;900001023;0;False
5;2026;0;72056901;APORTES ENTIDADES PROMOTORAS SALUD EPS;AP ;AP ;23;1;31/05/2026 00:00:00;160800,0000;0,0000;700000026;Empleado 26;2002;0;2210;0,0000;383,0000;N;;;;P;68;D;;0;FIRST MILE;900001023;0;False
5;2026;0;72057001;APORTES A FONDOS DE PENSIONES Y/O CESANTIAS;AP ;AP ;23;1;31/05/2026 00:00:00;227000,0000;0,0000;700000026;Empleado 26;2002;0;2210;0,0000;383,0000;N;;;;P;69;D;;0;FIRST MILE;900001023;0;False
5;2026;0;72050101;SUELDOS Y SALARIOS;AP ;AP ;24;1;31/05/2026 00:00:00;3009619,0000;0,0000;700000027;Empleado 27;2002;0;2235;0,0000;950,0000;N;;;;P;70;D;;0;FIRST MILE;900001024;0;False
5;2026;0;72056901;APORTES ENTIDADES PROMOTORAS SALUD EPS;AP ;AP ;24;1;31/05/2026 00:00:00;255800,0000;0,0000;700000027;Empleado 27;2002;0;2235;0,0000;950,0000;N;;;;P;71;D;;0;FIRST MILE;900001024;0;False
5;2026;0;72057001;APORTES A FONDOS DE PENSIONES Y/O CESANTIAS;AP ;AP ;24;1;31/05/2026 00:00:00;361200,0000;0,0000;700000027;Empleado 27;2002;0;2235;0,0000;950,0000;N;;;;P;72;D;;0;FIRST MILE;900001024;0;False
5;2026;0;72050101;SUELDOS Y SALARIOS;AP ;AP ;25;1;31/05/2026 00:00:00;3158767,0000;0,0000;700000028;Empleado 28;2002;0;2235;0,0000;859,0000;N;;;;P;73;D;;0;FIRST MILE;900001025;0;False
5;2026;0;72056901;APORTES ENTIDADES PROMOTORAS SALUD EPS;AP ;AP ;25;1;31/05/2026 00:00:00;268500,0000;0,0000;700000028;Empleado 28;2002;0;2235;0,0000;859,0000;N;;;;P;74;D;;0;FIRST MILE;900001025;0;False
5;2026;0;72057001;APORTES A FONDOS DE PENSIONES Y/O CESANTIAS;AP ;AP ;25;1;31/05/2026 00:00:00;379100,0000;0,0000;700000028;Empleado 28;2002;0;2235;0,0000;859,0000;N;;;;P;75;D;;0;FIRST MILE;900001025;0;False
5;2026;0;72050101;SUELDOS Y SALARIOS;AP ;AP ;26;1;31/05/2026 00:00:00;4487904,0000;0,0000;700000029;Empleado 29;2002;0;2235;0,0000;837,0000;N;;;;P;76;D;;0;FIRST MILE;900001026;0;False
5;2026;0;72056901;APORTES ENTIDADES PROMOTORAS SALUD EPS;AP ;AP ;26;1;31/05/2026 00:00:00;381500,0000;0,0000;700000029;Empleado 29;2002;0;2235;0,0000;837,0000;N;;;;P;77;D;;0;FIRST MILE;900001026;0;False
5;2026;0;72057001;APORTES A FONDOS DE PENSIONES Y/O CESANTIAS;AP ;AP ;26;1;31/05/2026 00:00:00;538500,0000;0,0000;700000029;Empleado 29;2002;0;2235;0,0000;837,0000;N;;;;P;78;D;;0;FIRST MILE;900001026;0;False
5;2026;0;72050101;SUELDOS Y SALARIOS;AP ;AP ;27;1;31/05/2026 00:00:00;5994217,0000;0,0000;700000030;Empleado 30;2002;0;2235;0,0000;529,0000;N;;;;P;79;D;;0;FIRST MILE;900001027;0;False
5;2026;0;72056901;APORTES ENTIDADES PROMOTORAS SALUD EPS;AP ;AP ;27;1;31/05/2026 00:00:00;509500,0000;0,0000;700000030;Empleado 30;2002;0;2235;0,0000;529,0000;N;;;;P;80;D;;0;FIRST MILE;900001027;0;False
5;2026;0;72057001;APORTES A FONDOS DE PENSIONES Y/O CESANTIAS;AP ;AP ;27;1;31/05/2026 00:00:00;719300,0000;0,0000;700000030;Empleado 30;2002;0;2235;0,0000;529,0000;N;;;;P;81;D;;0;FIRST MILE;900001027;0;False
5;2026;0;72050101;SUELDOS Y SALARIOS;AP ;AP ;28;1;31/05/2026 00:00:00;3978916,0000;0,0000;700000031;Empleado 31;2002;0;2235;0,0000;718,0000;N;;;;P;82;D;;0;FIRST MILE;900001028;0;False
5;2026;0;72056901;APORTES ENTIDADES PROMOTORAS SALUD EPS;AP ;AP ;28;1;31/05/2026 00:00:00;338200,0000;0,0000;700000031;Empleado 31;2002;0;2235;0,0000;718,0000;N;;;;P;83;D;;0;FIRST MILE;900001028;0;False
5;2026;0;72057001;APORTES A FONDOS DE PENSIONES Y/O CESANTIAS;AP ;AP ;28;1;31/05/2026 00:00:00;477500,0000;0,0000;700000031;Empleado 31;2002;0;2235;0,0000;718,0000;N;;;;P;84;D;;0;FIRST MILE;900001028;0;False
5;2026;0;72050101;SUELDOS Y SALARIOS;AP ;AP ;29;1;31/05/2026 00:00:00;2649742,0000;0,0000;700000032;Empleado 32;2002;0;2235;0,0000;917,0000;N;;;;P;85;D;;0;FIRST MILE;900001029;0;False
5;2026;0;72056901;APORTES ENTIDADES PROMOTORAS SALUD EPS;AP ;AP ;29;1;31/05/2026 00:00:00;225200,0000;0,0000;700000032;Empleado 32;2002;0;2235;0,0000;917,0000;N;;;;P;86;D;;0;FIRST MILE;900001029;0;False
5;2026;0;72057001;APORTES A FONDOS DE PENSIONES Y/O CESANTIAS;AP ;AP ;29;1;31/05/2026 00:00:00;318000,0000;0,0000;700000032;Empleado 32;2002;0;2235;0,0000;917,0000;N;;;;P;87;D;;0;FIRST MILE;900001029;0;False
5;2026;0;72050101;SUELDOS Y SALARIOS;AP ;AP ;30;1;31/05/2026 00:00:00;4263921,0000;0,0000;700000033;Empleado 33;3001;0;3310;0,0000;926,0000;N;;;;P;88;D;;0;LAST MILE COLOMBIA;900001030;0;False
5;2026;0;72056901;APORTES ENTIDADES PROMOTORAS SALUD EPS;AP ;AP ;30;1;31/05/2026 00:00:00;362400,0000;0,0000;700000033;Empleado 33;3001;0;3310;0,0000;926,0000;N;;;;P;89;D;;0;LAST MILE COLOMBIA;900001030;0;False
5;2026;0;72057001;APORTES A FONDOS DE PENSIONES Y/O CESANTIAS;AP ;AP ;30;1;31/05/2026 00:00:00;511700,0000;0,0000;700000033;Empleado 33;3001;0;3310;0,0000;926,0000;N;;;;P;90;D;;0;LAST MILE COLOMBIA;900001030;0;False
5;2026;0;72050101;SUELDOS Y SALARIOS;AP ;AP ;31;1;31/05/2026 00:00:00;5805271,0000;0,0000;700000034;Empleado 34;3001;0;3310;0,0000;582,0000;N;;;;P;91;D;;0;LAST MILE COLOMBIA;900001031;0;False
5;2026;0;72056901;APORTES ENTIDADES PROMOTORAS SALUD EPS;AP ;AP ;31;1;31/05/2026 00:00:00;493400,0000;0,0000;700000034;Empleado 34;3001;0;3310;0,0000;582,0000;N;;;;P;92;D;;0;LAST MILE COLOMBIA;900001031;0;False
5;2026;0;72057001;APORTES A FONDOS DE PENSIONES Y/O CESANTIAS;AP ;AP ;31;1;31/05/2026 00:00:00;696600,0000;0,0000;700000034;Empleado 34;3001;0;3310;0,0000;582,0000;N;;;;P;93;D;;0;LAST MILE COLOMBIA;900001031;0;False
5;2026;0;72050101;SUELDOS Y SALARIOS;AP ;AP ;32;1;31/05/2026 00:00:00;2344018,0000;0,0000;700000035;Empleado 35;3001;0;3310;0,0000;820,0000;N;;;;P;94;D;;0;LAST MILE COLOMBIA;900001032;0;False
5;2026;0;72056901;APORTES ENTIDADES PROMOTORAS SALUD EPS;AP ;AP ;32;1;31/05/2026 00:00:00;199200,0000;0,0000;700000035;Empleado 35;3001;0;3310;0,0000;820,0000;N;;;;P;95;D;;0;LAST MILE COLOMBIA;900001032;0;False
5;2026;0;72057001;APORTES A FONDOS DE PENSIONES Y/O CESANTIAS;AP ;AP ;32;1;31/05/2026 00:00:00;281300,0000;0,0000;700000035;Empleado 35;3001;0;3310;0,0000;820,0000;N;;;;P;96;D;;0;LAST MILE COLOMBIA;900001032;0;False
5;2026;0;72050101;SUELDOS Y SALARIOS;AP ;AP ;33;1;31/05/2026 00:00:00;5952013,0000;0,0000;700000036;Empleado 36;3001;0;3310;0,0000;765,0000;N;;;;P;97;D;;0;LAST MILE COLOMBIA;900001033;0;False
5;2026;0;72056901;APORTES ENTIDADES PROMOTORAS SALUD EPS;AP ;AP ;33;1;31/05/2026 00:00:00;505900,0000;0,0000;700000036;Empleado 36;3001;0;3310;0,0000;765,0000;N;;;;P;98;D;;0;LAST MILE COLOMBIA;900001033;0;False
5;2026;0;72057001;APORTES A FONDOS DE PENSIONES Y/O CESANTIAS;AP ;AP ;33;1;31/05/2026 00:00:00;714200,0000;0,0000;700000036;Empleado 36;3001;0;3310;0,0000;765,0000;N;;;;P;99;D;;0;LAST MILE COLOMBIA;900001033;0;False
5;2026;0;72050101;SUELDOS Y SALARIOS;AP ;AP ;34;1;31/05/2026 00:00:00;1939834,0000;0,0000;700000037;Empleado 37;3001;0;3310;0,0000;749,0000;N;;;;P;100;D;;0;LAST MILE COLOMBIA;900001034;0;False
5;2026;0;72056901;APORTES ENTIDADES PROMOTORAS SALUD EPS;AP ;AP ;34;1;31/05/2026 00:00:00;164900,0000;0,0000;700000037;Empleado 37;3001;0;3310;0,0000;749,0000;N;;;;P;101;D;;0;LAST MILE COLOMBIA;900001034;0;False
5;2026;0;72057001;APORTES A FONDOS DE PENSIONES Y/O CESANTIAS;AP ;AP ;34;1;31/05/2026 00:00:00;232800,0000;0,0000;700000037;Empleado 37;3001;0;3310;0,0000;749,0000;N;;;;P;102;D;;0;LAST MILE COLOMBIA;900001034;0;False
5;2026;0;72050101;SUELDOS Y SALARIOS;AP ;AP ;35;1;31/05/2026 00:00:00;5168944,0000;0,0000;700000038;Empleado 38;3001;0;3310;0,0000;903,0000;N;;;;P;103;D;;0;LAST MILE COLOMBIA;900001035;0;False
